seed,pv_kw,battery_kwh,hours,load_kwh,pv_kwh,grid_import_kwh,grid_peak_kw,export_kwh,curtailed_kwh,fuel_liters,unserved_critical_kwh,shed_noncritical_kwh,outage_critical_served_fraction,energy_cost,demand_cost,export_credit,fuel_cost,operating_cost,co2_kg,initial_stored_kwh,final_stored_kwh,battery_loss_kwh,max_balance_error_kw
44,85,100,168,3745.0035335853,3749.153277737725,1753.7889229508087,39.5930226606773,672.1493806796667,1028.3156022130402,0.0,0.0,0.0,,263.9510014797629,316.7441812854184,26.88597522718667,0.0,553.8092075379946,666.4397907213073,20.0,20.0,57.47368421052631,7.105427357601002e-15
44,85,150,168,3745.0035335853,3749.153277737725,1591.079545386395,36.971229148049225,659.484920001625,845.9815666624102,0.0,0.0,0.0,,216.76528198608304,295.7698331843938,26.379396800065003,0.0,486.1557183704118,604.6102272468302,30.0,43.975542402066296,75.7872604727185,7.105427357601002e-15
45,25,0,168,3727.606079104429,1065.6599105975758,2749.219910121699,43.51065554053356,87.27374161484538,0.0,0.0,0.0,0.0,,500.36961737256115,348.0852443242685,3.490949664593815,0.0,844.9639120322358,1044.7035658462455,0.0,0.0,0.0,3.552713678800501e-15
45,25,50,168,3727.606079104429,1065.6599105975758,2670.4553583143006,43.51065554053356,0.0,0.0,0.0,0.0,0.0,,477.5278973484157,348.0852443242685,0.0,0.0,825.6131416726842,1014.7730361594342,10.0,10.0,8.509189807447424,3.552713678800501e-15
45,25,100,168,3727.606079104429,1065.6599105975758,2670.4553583143006,43.51065554053356,0.0,0.0,0.0,0.0,0.0,,477.5278973484157,348.0852443242685,0.0,0.0,825.6131416726842,1014.7730361594342,20.0,20.0,8.509189807447424,3.552713678800501e-15
45,25,150,168,3727.606079104429,1065.6599105975758,2670.4553583143006,43.51065554053356,0.0,0.0,0.0,0.0,0.0,,477.5278973484157,348.0852443242685,0.0,0.0,825.6131416726842,1014.7730361594342,30.0,30.0,8.509189807447424,3.552713678800501e-15
45,55,0,168,3727.606079104429,2344.451803314667,2392.646439983102,43.51065554053356,671.8569185082044,337.63524568513554,0.0,0.0,0.0,,439.9037313095745,348.0852443242685,26.874276740328177,0.0,761.1146988935149,909.2056471935788,0.0,0.0,0.0,3.552713678800501e-15
45,55,50,168,3727.606079104429,2344.451803314667,2126.646439983102,43.51065554053356,448.06533828337615,266.68998380470066,0.0,0.0,0.0,,362.76373130957455,348.0852443242685,17.922613531335045,0.0,692.926362102508,808.1256471935787,10.0,10.0,28.736842105263154,7.105427357601002e-15
45,55,100,168,3727.606079104429,2344.451803314667,1861.1353677470734,41.67743708377897,286.76910447632565,133.79112372141427,0.0,0.0,0.0,,285.7655203611261,333.41949667023175,11.470764179053026,0.0,607.7142528523048,707.2314397438879,20.0,20.0,57.420863759571006,7.105427357601002e-15
45,55,150,168,3727.606079104429,2344.451803314667,1672.8779869003606,39.45682417343916,162.11662772021162,41.55956073418073,0.0,0.0,0.0,,231.17087991557932,315.6545933875133,6.484665108808465,0.0,540.3408081942841,635.6936350221371,30.0,37.874173707008836,78.17334894919694,7.105427357601002e-15
